index	title	description	category
650	‘Merrily’ Revival Keeps Rolling Along To Sold-Out Houses – Broadway Box Office	Merrily We Roll Along, the Sondheim musical revival starring Daniel Radcliffe, Jonathan Groff and Lindsay Mendez, was Broadway’s sole sell-out last week, filling every last seat at the Hudson Theatre with an eye-popping average ticket price of $234.40. The cr…	
651	Apple lands 27 Children's & Family Emmy Award nominations	"Apple TV+ has earned more than two dozen Emmy awards for its children and family programming, including ""Helpsters,"" ""Frog and Toad,"" and ""Pinecone and Pony.""Apple TV+Awards season has kicked off, and the nominations have started rolling in. This year, Apple …"	
652	Bandra movie review: Dileep film is just a copy of a copy of a copy	Bandra movie review: Arun Gopy's Bandra, starring Dileep and Tamannaah Bhatia in the lead roles, starts off as an unpromising movie and ends pretty much the same way, after making the viewers experience too many déjà vus.	
653	Laura Jane Grace Announces New Album and Tour, Shares Video for New Song “Hole in My Head”: Watch	The video for the album’s title track was directed by Danny Trejo’s son Gilbert Trejo	
654	Garudan movie review: Suresh Gopi, Biju Menon film is gripping and solid, unlike many recent Malayalam thrillers	Garudan movie review: Arun Varma's Garudan, starring Suresh Gopi and Biju Menon in the lead roles, is a breath of fresh air for viewers inundated with mindless thrillers that have dominated our industries in recent times.	
655	The Beatles Release Their Final Song, “Now and Then”: Hear the Song & Watch the Music Video Directed by Peter Jackson	The average music fan of the nineteen-sixties would surely have found it hard to believe that the Rolling Stones would put out a new album in 2023, let alone an album including a performance by Paul McCartney. Here in the twenty-twenties, of course, we’ve lon…	
656	This action war movie is popular on Netflix. Here’s why you should watch it	This war drama starring Alexander Skarsgård topped the Netflix charts this week. Find out what it is and why you should watch it.	
657	3 underrated movies on Prime Video you need to watch in November	Three underrated movies on Prime Video to watch in November include a sci-fi horror film, a psychological thriller, and a 1999 rom-com starring Heath Ledger.	
658	Felisha Terrell, Jason MacDonald & Mira Sorvino Board AI-Themed Psychological Thriller ‘Home Safe’; ‘Bad Milo’s Jacob Vaughan Directing	EXCLUSIVE: Felisha Terrell (The Company You Keep), Jason MacDonald (Welcome to Flatch), and Oscar winner Mira Sorvino (Shining Vale) are set to topline Home Safe, a psychological thriller directed by Jacob Vaughan (Bad Milo) that has wrapped production and wi…	
659	Apple announces new movie ‘The Family Plan’ starring Mark Wahlberg, streaming in time for Christmas	"Apple TV+ today announced a new original movie The Family Plan, starring Mark Wahlberg. The film is set to stream globally on Apple’s streaming service from December 15, perfectly in time for the holiday period. 



The action-comedy feature sees Wahlberg pla…"	
660	‘Lempicka’ Musical Starring Eden Espinosa Sets Spring 2024 Broadway Opening	Lempicka, the Carson Kreitzer-Matt Gould musical about the Polish artist Tamara de Lempicka, will begin performances at Broadway’s Longacre Theatre on Tuesday, March 19, 2024, ahead of an official opening night on Sunday, April 14, producers Seaview and Jenny…	
661	A Japanese Fantasy Film Is Making A Strong Mark On Netflix's Top 10	Knights of the Zodiac was panned by critics and bombed at the box office, but it&amp;#39;s found a whole new audience since arriving on Netflix.	
662	After 30 Years, The Nightmare Before Christmas Just Passed A Huge Box Office Milestone	What&amp;#39;s this? What&amp;#39;s this? The Nightmare Before Christmas just had itself a box office milestone 30 years after it first hit theaters.	
663	The Marvels Is On Track For One Of The MCU's Lowest Box Office Openings	Bad news for The Marvels: the latest from the Marvel Cinematic Universe looks to be headed towards a less-than-great opening weekend at the box office.	
664	'Five Nights At Freddy's' Shatters Box Office Expectations and Records	The Blumhouse film starring Josh Hutcherson as a nighttime security guard at a Chuck E. Cheese-esque entertainment center grossed $78 million domestically, nabbing the biggest opening weekend of the year for a horror film.	
665	Trailer for 'Genie' Comedy Starring Melissa McCarthy & Paapa Essiedu	"""Some friendships are worth more than you could ever wish for."" Peacock has revealed the official trailer for a holiday comedy called Genie, directed by filmmaker Sam Boyd. This genie-in-a-bottle story mashed up with a Christmas movie comes from a screenplay …"	
666	Filmax Snags ‘A Moroccan Affair’ (EXCLUSIVE)	Bringing one of Spain’s biggest potential box office hits onto the market at the AFM, Filmax has secured international sales to “A Moroccan Affair,” the third installment in the most successful Spanish movie franchise in history.  “Moroccan Affair” is produce…	
667	Unpacking nine VAR checks in chaotic half of football	"Jamie Carragher calls it ""box office"", commentator Peter Drury says it is ""carnage and chaos""."	
668	Indiana Jones And The Dial Of Destiny Comes To Disney Plus In December Alongside New Documentary	Lucasfilm has announced that Indiana Jones and the Dial of Destiny is coming to Disney+ pretty soon. The action-adventure movie featuring Harrison Ford in what could be his final outing as Indiana Jones is coming to the streaming service on December 1.Not onl…	
669	Russia spends millions on war propaganda films. Most are box office bombs	As the war in Ukraine drags on, the Kremlin is trying to win audiences over at the movies.	
670	Five Nights At Freddy's Falls Hard At The Box Office With 78% Drop In Second Weekend	Five Nights at Freddy&amp;#39;s is on track for a 78% drop in its second weekend at the box office, and its day-and-date release on Peacock is mostly to blame.	
671	Paranormal Activity's Box Office Profits Paved The Road To Five Nights At Freddy's	Five Nights at Freddy&amp;#39;s is the latest horror blockbuster from Blumhouse Productions, the studio that first struck gold with Paranormal Activity.	
672	Five Nights At Freddy's Fell Hard At The Box Office – Was The Peacock Release A Mistake?	After a triumphant first weekend at the box office, Five Nights at Freddy&amp;#39;s took a hard tumble in its second week &ndash; and a certain Peacock may be to blame.	
673	20 Years Ago, Elf Became A Huge Box Office Hit (And A Modern Holiday Classic)	Elf helped turn Jon Favreau into a must-get director, proved Will Ferrell was more than an R-rated comedian, and made a modern Christmas classic.	
674	John Kramer Kills Again! (At The Box Office As Saw X Crosses $100 Million)	Saw continues to be an unstoppable force at the box office, with Saw X bringing in more than $100 million in theaters. Who&amp;#39;s ready to play another game?	
675	5 Reasons Five Nights At Freddy's Killed At The Box Office	Five Nights at Freddy&amp;#39;s was already a huge video game franchise, but there are a variety of reasons the movie over-performed in its opening weekend box office.	
676	10 best horror movies of the 1970s, ranked	The 1970s was a time of great innovation for horror films, and cinephiles should revisit these 10 exemplary scary movies to celebrate Halloween.	
677	Can The Hunger Games Prequel Recapture The YA Box Office Magic For Lionsgate?	After eight years, there&amp;#39;s a new Hunger Games movie heading to theaters. How will The Ballad of Songbirds and Snakes perform relative to the original films?	
678	Tejas box office collection day 6: Kangana Ranaut’s aerial action film fails to take off, mints Rs 5 crore	Tejas box office collection day 6:  Helmed by Sarvesh Mewara, the film minted Rs 50 lakhs on Wednesday.	
679	Five Nights at Freddy's Trounces Mario and Halloween Ends to Smash Streaming Records	"Image: Universal Pictures
Step aside, Halloween Ends. Sorry ‘bout ya, The Super Mario Bros Movie. There’s a new boss in town, and he’s tall, furry, and reeks of pizza. After a big weekend at the theatrical box office, Five Nights at Freddy’s—which released t…"	
680	Iron Maiden’s Bruce Dickinson Starring In ABBA Tribute Band Horror Movie	In September, Iron Maiden frontman Bruce Dickinson announced The Mandrake Project, his new solo album in nearly 20 years. And today, it was announced he’ll be starring in Bjorn Of The Dead, a horror movie about an ABBA tribute band.	
681	Good Deed Entertainment Acquires Alex Grossman Comedy ‘That’s Funny’; Christian Vunipola & Simon Kim Board ‘Double Exposure’ – Film Briefs	EXCLUSIVE: Good Deed Entertainment has acquired U.S. rights to the indie comedy That’s Funny, written, directed by, and starring Alex Grossman. Co-starring Ben Cain (Cruel Summer), Melanie Hutsell (Saturday Night Live), and Nicole Forester (Jack Reacher), the…	
682	Daisy Ridley Stars In ‘The Marsh King’s Daughter’, Meg Ryan’s Rom-Com Return, ‘Priscilla’ Expands – Specialty Preview	A24’s Priscilla by Sofia Coppola catapults from four screens to 1,300, Alexander Payne’s The Holdovers from Focus Features expands to 60 from six and two new indies have wide debuts — What Happens Later from Bleecker Street, directed by and starring Meg Ryan,…	
683	5 best breakup movies, ranked	The best breakup movies are also often the saddest, from cult classics like Eternal Sunshine of the Spotless Mind to heartbreaking musicals like La La Land.	
